Status,Exercise Display / Reference Name ,YouTube URL,Vimeo URL,Figure Icon ,Thumbnail,Coach,Assigned,Type,Tracking Fields,Per Side Info,Equipment,Muscle Groups,Tags / Target Areas,Description / Instructions,How To Perform 1,How To Perform 2,How To Perform 3,How To Perform 4
Complete,Hip Stretch - Piriformis & Couch ,,https://vimeo.com/manage/videos/413787951/2450e6cfdd,Completed,Completed,DANNY,,Stretching,Duration,None,None,"Hip Flexors, Hip Adductors","Lower Body, Mobility, Flexibility, Knees, Hips ,middle splits, adductors","A stretching exercise targeting the knees, hips, middle splits, improving flexibility and range of motion through controlled movement.",Get into the starting position for Hip Stretch - Piriformis & Couch. Ensure your body is properly aligned before beginning the stretch.,Move into the stretch slowly and with control. Breathe deeply and allow the muscles to release. Do not bounce or force the range.,Hold the end position for the prescribed duration. Release slowly and repeat on the other side if applicable.,
Complete,Hip Thrusts - Barbell ,,https://vimeo.com/781361196,Completed,Completed,DANNY,,Strength,Repetitions with Weight,None,Barbell,"Hamstrings, Hip Flexors, Gluteus Maximus","Lower Body, Mobility,  Hamstrings, Strength, Legs , Hips , Glutes","A barbell-based strength exercise targeting the hamstrings, legs, hips.","Set up for Hip Thrusts - Barbell with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Hollow Body Hold ,,https://vimeo.com/765466129/e8e0617c37,Completed,Completed,DANNY,,Mobility,Duration,None,None,Abdominals,"Upper Body, Mobility , Core, Flexion","A mobility exercise targeting the core, flexion, building controlled range of motion and joint health.",Set up in the starting position for Hollow Body Hold. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Hollow Body Hold with Arm Circles ,,https://vimeo.com/771324858,Completed,Completed,DANNY,,Bodyweight,Duration,None,None,Abdominals,"Full Body , Strength, Straight Arm Strength, Core , Calisthenics","A bodyweight exercise focusing on straight arm strength, core, calisthenics, building strength and control without external load.",Set up for Hollow Body Hold with Arm Circles. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Hollow Body Series ,,https://vimeo.com/manage/videos/421833077/832271fa68,Completed,Completed,DANNY,,Bodyweight,Duration,None,None,Abdominals,"Core, Strength, Conditioning, GST, Alignment ","A bodyweight exercise focusing on core, gst, building strength and control without external load.",Set up for Hollow Body Series. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Horse Stance Hold,,https://vimeo.com/765466160/3ef8bd2e43,Completed,Completed,DANNY,,Mobility,Duration,None,None,"Hip Flexors, Quadriceps, Hip Adductors","Lower Body, Mobility, Hips, Quads, Adductors","A mobility exercise targeting the hips, quads, adductors, building controlled range of motion and joint health.",Set up in the starting position for Horse Stance Hold. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Horse Stance Push Press,,https://vimeo.com/771325639/fcf64f196a,Completed,Completed,DANNY,,Strength,Repetitions,None,None,"Hip Flexors, Gluteus Maximus, Hip Adductors","Lower Body, Mobility, Hips, Glutes, Adductors, Hamstrings, Shoulders , Deltoids","A strength exercise targeting the hips, glutes, adductors.","Set up for Horse Stance Push Press with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Horse Stance Squats ,,https://vimeo.com/771326052,Completed,Completed,DANNY,,Strength,Repetitions,None,None,"Quadriceps, Hip Flexors, Gluteus Maximus","Lower Body, Mobility, Hips, Glutes, Adductors, Hamstrings","A strength exercise targeting the hips, glutes, adductors.","Set up for Horse Stance Squats with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Horse Stance to Middle Splits ,,https://vimeo.com/manage/videos/413777214/eea14ba089,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,Hip Flexors,"Lower Body, Mobility, Flexibility, Knees, Hips ,middle splits","A mobility exercise targeting the knees, hips, middle splits, building controlled range of motion and joint health.",Set up in the starting position for Horse Stance to Middle Splits. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,How to Exit the Wall from a handstand ,,https://vimeo.com/manage/videos/436966333/21bdf1c281,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,Wall,"Deltoids, Abdominals, Forearms","Handstands, Upper Body, Alignment, Technique, Kick Up ","A handstand progression exercise building the strength, alignment, and body awareness required for freestanding handstands.",Set up for How to Exit the Wall from a handstand. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,How to Kick Up to Handstand ,,https://vimeo.com/manage/videos/436966163/b251ee8dd3,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,None,"Deltoids, Abdominals, Forearms","Handstands, Upper Body, Alignment, Technique, Kick Up ","A handstand progression exercise building the strength, alignment, and body awareness required for freestanding handstands.",Set up for How to Kick Up to Handstand. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Inch Worm,,https://vimeo.com/767341792,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Deltoids, Obliques, Abdominals","Upper Body, Mobility , Shoulder, Obliques, Core, Chest","A mobility exercise targeting the shoulder, obliques, core, building controlled range of motion and joint health.",Set up in the starting position for Inch Worm. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Inch Worms with Push Up ,,https://vimeo.com/767341951,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,None,"Deltoids, Obliques, Abdominals","Upper Body, Mobility , Shoulder, Obliques, Core, Chest","A bodyweight exercise focusing on shoulder, obliques, core, building strength and control without external load.",Set up for Inch Worms with Push Up. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Incline Bench Press - Dumbbells ,,https://vimeo.com/769820934,Completed,Completed,DANNY,,Strength,Repetitions with Weight,None,Dumbbells,"Deltoids, Pectoralis","Upper Body, Strength , Arms , Shoulders , Chest ","A dumbbells-based strength exercise targeting the arms, shoulders, chest.","Set up for Incline Bench Press - Dumbbells with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Infinity Swimmers ,,https://vimeo.com/776725324,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,Deltoids,"Upper Body, Mobility, Flexibility, Shoulders, ","A mobility exercise targeting the shoulders, building controlled range of motion and joint health.",Set up in the starting position for Infinity Swimmers. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Jefferson Curls (Cross Legged),,https://vimeo.com/767845993,Completed,Completed,DANNY,,Strength,Repetitions with Weight,None,Dumbbells,"Biceps, Hamstrings, Gluteus Maximus","Lower Body, Mobility , Strength, Hamstrings, Glutes, Piriformis,hips","A dumbbells-based strength exercise targeting the hamstrings, glutes, piriformis.","Set up for Jefferson Curls (Cross Legged) with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,L-Sit - Floor ,,https://vimeo.com/769821014,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,None,Abdominals,"Full Body , Strength, Straight Arm Strength, Core , Calisthenics",An L-sit progression developing core compression strength and hip flexor endurance.,Set up for L-Sit - Floor. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,L-Sit - Hold,,https://vimeo.com/769832909,Completed,Completed,DANNY,,Bodyweight,Duration,None,None,Abdominals,"Full Body , Strength, Straight Arm Strength, Core , Calisthenics",An L-sit progression developing core compression strength and hip flexor endurance.,Set up for L-Sit - Hold. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,L-Sit to Shoulder Stand - Parallettes,,https://vimeo.com/769833265,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,None,Abdominals,"Full Body , Strength, Straight Arm Strength, Core , Calisthenics",An L-sit progression developing core compression strength and hip flexor endurance.,Set up for L-Sit to Shoulder Stand - Parallettes. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,L-Sit To Tuck Planche - Parallettes,,https://vimeo.com/769833589,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,None,Abdominals,"Full Body , Strength, Straight Arm Strength, Core , Calisthenics",An L-sit progression developing core compression strength and hip flexor endurance.,Set up for L-Sit To Tuck Planche - Parallettes. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Lateral Banded Walks ,,https://vimeo.com/765466201/132ad3b2a9,Completed,Completed,DANNY,,Mobility,Repetitions,None,Resistance Band,"Hip Flexors, Gluteus Maximus","Lower Body, Mobility, Hips, Glutes","A mobility exercise targeting the hips, glutes, building controlled range of motion and joint health.",Set up in the starting position for Lateral Banded Walks. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Lateral Flexion - Seated ,,https://vimeo.com/manage/videos/413775928/36abb776aa,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Erector Spinae, Abdominals","Full Body, Spine, Core, Back, Flexibility, Side Flexion, Mobility ","A mobility exercise targeting the spine, core, back, building controlled range of motion and joint health.",Set up in the starting position for Lateral Flexion - Seated. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Lateral Flexion - Standing ,,https://vimeo.com/manage/videos/413775720/0b5206b98b,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Erector Spinae, Abdominals","Full Body, Spine, Core, Back, Flexibility, Side Flexion, Mobility ","A mobility exercise targeting the spine, core, back, building controlled range of motion and joint health.",Set up in the starting position for Lateral Flexion - Standing. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Lateral Flexion - Lunge ,,https://vimeo.com/413776233,Completed,Completed,DANNY,,Strength,Repetitions,None,None,"Quadriceps, Erector Spinae, Abdominals","Full Body, Spine, Core, Back, Flexibility, Side Flexion, Mobility ","A strength exercise targeting the spine, core, back.","Set up for Lateral Flexion - Lunge with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Lateral Raise with Dumbbells ,,https://vimeo.com/781361252,Completed,Completed,DANNY,,Strength,Repetitions with Weight,None,Dumbbells,Deltoids,"Upper Body, Strength, Shoulders, Rehab, Mobility ","A dumbbells-based strength exercise targeting the shoulders, rehab.","Set up for Lateral Raise with Dumbbells with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Learning How to Crow ,,https://vimeo.com/manage/videos/440196770/e0cca91b69,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,None,"Deltoids, Abdominals, Forearms","Handstands, Upper Body, Alignment, Technique, ","A bodyweight exercise focusing on general fitness, building strength and control without external load.",Set up for Learning How to Crow. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Learning How to Kick Up to Handstand ,,https://vimeo.com/manage/videos/440198948/ce0e50b077,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,None,"Deltoids, Abdominals, Forearms","Handstands, Upper Body, Alignment, Technique, Kick Up ","A handstand progression exercise building the strength, alignment, and body awareness required for freestanding handstands.",Set up for Learning How to Kick Up to Handstand. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Leg Lifts - Pistol Squat ,,https://vimeo.com/manage/videos/414546048/cd7b4dd14d,Completed,Completed,DANNY,,Strength,Repetitions,Per Leg,None,"Quadriceps, Hip Flexors, Tibialis Anterior","Pistol Squat, Quads, Strength, Mobility, Lower Body, Hips, Ankles, Hips ","A single leg squat progression building unilateral leg strength, balance, and ankle mobility.","Set up for Leg Lifts - Pistol Squat with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Leg Lifts - Seated Straddle ,,https://vimeo.com/manage/videos/413783525/0098b9ee0c,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,None,Abdominals,"Handstand Press, Core, Strength, Mobility, GST, leg lifts","A bodyweight exercise focusing on core, gst, leg lifts, building strength and control without external load.",Set up for Leg Lifts - Seated Straddle. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Leg Lifts Seated Pike ,,https://vimeo.com/manage/videos/414545771/d0c69e4c03,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,None,"Hip Flexors, Abdominals","Leg Lifts, Strength, Mobility, Hip Flexors, Lower Body, Core, Hips ","A bodyweight exercise focusing on leg lifts, hip flexors, core, building strength and control without external load.",Set up for Leg Lifts Seated Pike. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Leg Lifts Seated Straddle Hovers,,https://vimeo.com/manage/videos/413783326/62f0b4743c,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,None,Abdominals,"Handstand Press, Core, Strength, Mobility, GST, leg lifts","A bodyweight exercise focusing on core, gst, leg lifts, building strength and control without external load.",Set up for Leg Lifts Seated Straddle Hovers. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Long Lunge Hip Extension ,,https://vimeo.com/765466229/93ea5ba484,Completed,Completed,DANNY,,Strength,Repetitions,None,None,"Hip Flexors, Quadriceps","Lower Body, Mobility, Hips, Knees, Quads, Extension","A strength exercise targeting the hips, knees, quads.","Set up for Long Lunge Hip Extension with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Long Lunge Hip Extension ,,https://vimeo.com/manage/videos/765466229/transcript?ts=3900,Completed,Completed,DANNY,,Strength,Repetitions,None,None,"Quadriceps, Hip Flexors","Hips, Flexibility, Stretch, Mobility, Hip Extension, Extension","A strength exercise targeting the hips, stretch, hip extension.","Set up for Long Lunge Hip Extension with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Long Lunge Hip Extension - weighted,,https://vimeo.com/969511382,Completed,Completed,DANNY,,Strength,Repetitions with Weight,None,None,"Hip Flexors, Quadriceps","Lower Body, Mobility, Hips, Knees, Quads, Extension","A strength exercise targeting the hips, knees, quads.","Set up for Long Lunge Hip Extension - weighted with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Medicine Ball Slams ,,https://vimeo.com/767342532,Completed,Completed,DANNY,,Strength,Repetitions,None,Ball,"Abdominals, Hip Flexors","Upper Body, Strength, Conditioning, Core, Hip Flexors","A ball-based strength exercise targeting the core, hip flexors.","Set up for Medicine Ball Slams with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Middle Split - Goodmornings,,https://vimeo.com/manage/videos/413775405/a36d64ca58,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Hamstrings, Hip Flexors","Lower Body, Mobility, Flexibility, Knees, Hips ,middle splits","A mobility exercise targeting the knees, hips, middle splits, building controlled range of motion and joint health.",Set up in the starting position for Middle Split - Goodmornings. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Middle Split - ISOS ,,https://vimeo.com/manage/videos/413775033/15621e22bc,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,Hip Flexors,"Lower Body, Mobility, Flexibility, Knees, Hips ,middle splits","A mobility exercise targeting the knees, hips, middle splits, building controlled range of motion and joint health.",Set up in the starting position for Middle Split - ISOS. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Mountain Climbers ,,https://vimeo.com/manage/videos/413798520/b09f49067f,Completed,Completed,DANNY,,Strength,Repetitions,None,None,Abdominals,"Core, Conditioning, Strength, Full Body",A strength exercise targeting the core.,"Set up for Mountain Climbers with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Muscle Up Banded on Rings,,https://vimeo.com/781361405,Completed,Completed,DANNY,,Strength,Repetitions,None,Resistance Band,"Pectoralis, Triceps","Upper Body , Strength , Chest, Triceps , Bodyweight Training, ","A resistance band-based strength exercise targeting the chest, triceps, bodyweight training.","Set up for Muscle Up Banded on Rings with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Muscle Up Box Assist on Rings ,,https://vimeo.com/781361534,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,Rings,"Pectoralis, Triceps","Upper Body , Strength , Chest, Triceps , Bodyweight Training, ","A bodyweight exercise focusing on chest, triceps, bodyweight training, building strength and control without external load.",Set up for Muscle Up Box Assist on Rings. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Muscle Up on Rings ,,https://vimeo.com/781361684,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,Rings,Rhomboids,"Upper Body , Strength , Upper Back, Bodyweight Training, ","A bodyweight exercise focusing on upper back, bodyweight training, building strength and control without external load.",Set up for Muscle Up on Rings. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Muscle Up Transitions on Rings ,,https://vimeo.com/781361799,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,Rings,"Deltoids, Abdominals","Upper Body, Strength, Shoulders, Core, Cardio , Bodyweight Training","A bodyweight exercise focusing on shoulders, core, cardio, building strength and control without external load.",Set up for Muscle Up Transitions on Rings. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Natural Leg Extensions,,https://vimeo.com/767846041,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Hip Flexors, Quadriceps","Lower Body, Mobility, Hips, Quads, Hip Flexors, Extension","A mobility exercise targeting the hips, quads, hip flexors, building controlled range of motion and joint health.",Set up in the starting position for Natural Leg Extensions. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Nordic Curls ,,https://vimeo.com/768739008,Completed,Completed,DANNY,,Strength,Repetitions with Weight,None,Dumbbells,"Biceps, Hamstrings, Gluteus Maximus","Lower Body, Mobility , Strength, Hamstrings, Glutes, Hips","A dumbbells-based strength exercise targeting the hamstrings, glutes, hips.","Set up for Nordic Curls with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Oblique Twists - Landmine ,,https://vimeo.com/781361862,Completed,Completed,DANNY,,Strength,Repetitions,None,None,"Abdominals, Obliques","Upper Body , Strength , Core , Obliques ","A strength exercise targeting the core, obliques.","Set up for Oblique Twists - Landmine with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Overcoming the Fear of Kicking Up ,,https://vimeo.com/manage/videos/440197206/1ac64831f4,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,None,Abdominals,"Handstands, Upper Body, Alignment, Technique, Kick Up ","A bodyweight exercise focusing on kick up, building strength and control without external load.",Set up for Overcoming the Fear of Kicking Up. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Paloff Press,,https://vimeo.com/767342617,Completed,Completed,DANNY,,Strength,Repetitions,None,None,"Deltoids, Obliques, Abdominals","Upper Body, Mobility , Shoulder, Obliques, Core, Chest","A strength exercise targeting the shoulder, obliques, core.","Set up for Paloff Press with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Pancake Good Mornings ,,https://vimeo.com/768739447,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Hip Flexors, Gluteus Maximus, Hip Adductors","Lower Body, Mobility, Hips, Glutes, Adductors, Hamstrings","A mobility exercise targeting the hips, glutes, adductors, building controlled range of motion and joint health.",Set up in the starting position for Pancake Good Mornings. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Peterson Step Up ,,https://vimeo.com/781361976,Completed,Completed,DANNY,,Mobility,Repetitions,None,Step,Quadriceps,"Lower Body, Mobility , Knees, Quads, Strength , Rehab","A mobility exercise targeting the knees, quads, rehab, building controlled range of motion and joint health.",Set up in the starting position for Peterson Step Up. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Pigeon Squats ,,https://vimeo.com/manage/videos/768739137,Completed,Completed,DANNY,,Strength,Repetitions,None,None,"Quadriceps, Hamstrings, Gluteus Maximus","Lower Body, Mobility , Strength, Hamstrings, Glutes, Abductors, Piriformis, hips","A strength exercise targeting the hamstrings, glutes, abductors.","Set up for Pigeon Squats with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Pike Leg Lifts - Overcoming ISO,,https://vimeo.com/779969476/dd24d5a247,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,Hamstrings,"Lower Body, Mobility,  Hamstrings, Strength, Legs ","A mobility exercise targeting the hamstrings, legs, building controlled range of motion and joint health.",Set up in the starting position for Pike Leg Lifts - Overcoming ISO. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Pike Press - Frisbee,,https://vimeo.com/manage/videos/413783930/56332e4bcf,Completed,Completed,DANNY,,Strength,Repetitions,None,None,Abdominals,"Handstand Press, Core, Strength, Mobility, GST, leg lifts","A strength exercise targeting the core, gst, leg lifts.","Set up for Pike Press - Frisbee with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Pike Press - Tip Toe - Walks ,,https://vimeo.com/manage/videos/413783783/7e956a3924,Completed,Completed,DANNY,,Strength,Repetitions,None,None,Abdominals,"Handstand Press, Core, Strength, Mobility, GST, leg lifts","A strength exercise targeting the core, gst, leg lifts.","Set up for Pike Press - Tip Toe - Walks with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Piriformis Stretch with Contractions,,https://vimeo.com/767846085,Completed,Completed,DANNY,,Mobility,Duration,None,None,"Hamstrings, Gluteus Maximus, Hip Abductors","Lower Body, Mobility , Strength, Hamstrings, Glutes, Abductors, Piriformis, Hips","A mobility exercise targeting the hamstrings, glutes, abductors, building controlled range of motion and joint health.",Set up in the starting position for Piriformis Stretch with Contractions. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Pissing Dog ,,https://vimeo.com/765466259/7fed464589,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Hip Flexors, Gluteus Maximus, Hip Adductors","Lower Body, Mobility, Hips, Glutes, Adductors","A mobility exercise targeting the hips, glutes, adductors, building controlled range of motion and joint health.",Set up in the starting position for Pissing Dog. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Planche Leans - Parallettes,,https://vimeo.com/769819198,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,None,Abdominals,"Full Body , Strength, Straight Arm Strength, Core , Calisthenics",A planche progression building extreme pushing strength and body tension required for this advanced gymnastics hold.,Set up for Planche Leans - Parallettes. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
